Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
"AI/ML- Data Engineer, Siri Search, Knowledge, Platform",Apple,"Seattle, WA",4.2,$130K-$202K (Glassdoor Est.),13d
Quantitative Analyst,Parametric,"Seattle, WA",3.7,$39K-$78K (Glassdoor Est.),27d
"Applied Scientist, Amazon Alexa AI",Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),11d
"Principal Scientist, Immuno-oncology and Cell Therapy Predictive Sciences",Bristol Myers Squibb,"Seattle, WA",4.1,$75K-$203K (Glassdoor Est.),24d
"Senior Data Scientist, Product Development",Adaptive Biotechnologies,"Seattle, WA",4,$104K-$140K (Employer Est.),3d
"Applied Scientist, Machine Learning University",Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),14d
"Data Engineer, Legal Central Services",Facebook,"Seattle, WA",4.6,$103K-$168K (Glassdoor Est.),24h
"Data Engineer, Product Analytics",Facebook,"Seattle, WA",4.6,$95K-$154K (Glassdoor Est.),24h
Machine Learning Scientist - Prime Video Recommendations,Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),11d
Principal Data Scientist (Clinical Data Management),Premier Research Group Limited,"Seattle, WA",3.1,$104K-$164K (Glassdoor Est.),12d
Consultant - Data Science and Analytics,The Spur Group,"Bellevue, WA",3.9,NA,3d
Internship - Data Science,Expedia Group,"Seattle, WA",3.8,NA,27d
Data Analyst,GOCOOL,"Bellevue, WA",3.4,$42K-$77K (Glassdoor Est.),12d
"Data Engineer, Analytics, Intern",Facebook,"Seattle, WA",4.6,NA,26d
"Clinical Scientist Team Lead, Cellular Therapy Process",Bristol Myers Squibb,"Seattle, WA",4.1,$ 23-$ 41 Per Hour(Glassdoor Est.),24d
Research Scientist- Statistics and Privacy (R&D),Facebook,"Seattle, WA",4.6,$98K-$168K (Glassdoor Est.),24h
Data Engineer,Facebook,"Seattle, WA",4.6,$107K-$175K (Glassdoor Est.),24h
Senior Data Scientist (Insurance),Expedia.com,"Seattle, WA",3,NA,3d
Senior Data Scientist - Nationwide Opportunities,Amazon,"Seattle, WA",3.9,$122K-$194K (Glassdoor Est.),27d
Applied Scientist - Fixed Marketing Measurement - Customer Behavior Analytics Team,Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),24h
Azure Data Engineer,AVANADE,"Seattle, WA",3.9,$60K-$114K (Glassdoor Est.),13d
Applied Scientist - Reconciliation,Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),24h
Data Engineer with Python,Brickred,"Redmond, WA",3.7,NA,12d
Principal Data & Applied Scientist,Microsoft,"Redmond, WA",4.3,$142K-$216K (Glassdoor Est.),13d
Senior Data Scientist (Insurance),Expedia,"Seattle, WA",4.3,NA,4d
Internship - Data Analyst,Expedia Group,"Seattle, WA",3.8,NA,9d
Research /Web data Analyst,Pactera Technologies,"Seattle, WA",4.5,$42K-$76K (Glassdoor Est.),3d
Research/Applied Scientist Intern,Wyze Labs,"Kirkland, WA",3.9,NA,6d
Applied Scientist II,Amazon,"Seattle, WA",3.9,$32K-$178K (Glassdoor Est.),5d
Seattle Data Science Tutor Jobs,Varsity Tutors,"Seattle, WA",4.1,$ 13-$ 31 Per Hour(Glassdoor Est.),6d
"Applied Scientist, Alexa Connected Devices",Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),6d
Senior Data Scientist Marketing Analytics,Amazon,"Seattle, WA",3.9,$122K-$194K (Glassdoor Est.),12d
New Graduate – Data Analyst,Expedia,"Seattle, WA",4.3,NA,10d
Senior Machine Learning Engineer,Jobot,"Seattle, WA",5,NA,1d
SOFTWARE DEVELOPER/DATA SCIENTIST,University of Washington,"Seattle, WA",4.2,$73K-$124K (Glassdoor Est.),12d
Sr. Data Scientist - Amazon Databases,"Amazon Web Services, Inc.","Seattle, WA",3.9,$128K-$204K (Glassdoor Est.),12d
Applied Scientist - Prime Air,Amazon,"Seattle, WA",3.9,$34K-$198K (Glassdoor Est.),6d
"Senior Scientist or Principal Scientist, Cell Therapy Analytical CMC Strategy",Bristol Myers Squibb,"Seattle, WA",4.1,$133K-$222K (Glassdoor Est.),24h
"Machine Learning Engineer, Perception",Snap,"Seattle, WA",3.9,$130K-$221K (Glassdoor Est.),17d
Principal Data Scientist,T-Mobile,"Bellevue, WA",3.9,$116K-$184K (Glassdoor Est.),12d
"AI/ML - Data Infrastructure Solr/Search Engineer, Siri Search & Knowledge Platform",Apple,"Seattle, WA",4.2,$117K-$185K (Glassdoor Est.),12d
"AI/ML Machine Learning Engineer, Siri Experience",Apple,"Seattle, WA",4.2,$130K-$202K (Glassdoor Est.),12d
"Senior Research Data Scientist, Run Research Lab","Brooks Sports, Inc","Seattle, WA",3.2,$123K-$191K (Glassdoor Est.),27d
Senior Data Scientist 3 â€“ Artificial Intelligence,Pacific Northwest National Laboratory,"Seattle, WA",3.9,$87K-$139K (Glassdoor Est.),12d
Senior Data Scientist - Operations,Convoy,"Seattle, WA",3.1,$105K-$167K (Glassdoor Est.),12d
Senior Data Scientist 4 â€“ Artificial Intelligence,Pacific Northwest National Laboratory,"Seattle, WA",3.9,$92K-$146K (Glassdoor Est.),12d
"AI/ML - Data Engineer, Siri Data",Apple,"Seattle, WA",4.2,$96K-$166K (Glassdoor Est.),11d
"Senior Data Scientist, Shipment Success",Convoy,"Seattle, WA",3.1,$105K-$167K (Glassdoor Est.),12d
"Applied Scientist, Alexa AI",Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),5d
SR. Data & Applied Scientist,Microsoft,"Redmond, WA",4.3,$133K-$200K (Glassdoor Est.),12d
Sr. Data Scientist - FBA products,Amazon,"Seattle, WA",3.9,$122K-$194K (Glassdoor Est.),4d
Data Engineer,JeffreyM Consulting,"Seattle, WA",4.4,$80K-$141K (Glassdoor Est.),4d
"Research Scientist, Economics",Facebook,"Seattle, WA",4.6,$112K-$209K (Glassdoor Est.),24h
"Data Scientist/Sr. Data Scientist, Analytics and Informatics",Shape Therapeutics,"Seattle, WA",NA,NA,7d
Post Doctorate RA - Data Science (Machine Learning and Deep Learning),PNNL,"Seattle, WA",3.9,$101K-$175K (Glassdoor Est.),12d
Data & Applied Sciences / Data Analyst 2,Microsoft,"Redmond, WA",4.3,$55K-$104K (Glassdoor Est.),12d
Data Analyst,ixoop Technologies,"Seattle, WA",5,NA,6d
Applied Scientist - Denied Party Screening,Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),21d
Senior Data Analyst,Dynafios,"Issaquah, WA",2,NA,4d
"Data Engineer, Woot!",Woot.com LLC,"Seattle, WA",3.9,$75K-$118K (Glassdoor Est.),12d
Senior Data Scientist,Stackline,"Seattle, WA",3.8,$119K-$188K (Glassdoor Est.),6d
Lead Data Scientist,Change Healthcare,"Seattle, WA",2.8,$106K-$174K (Glassdoor Est.),25d
Senior Machine Learning Scientist,Flexport,"Bellevue, WA",3.5,$139K-$229K (Glassdoor Est.),24h
Applied Scientist (Computer Vision),Wyze Labs,"Kirkland, WA",3.9,NA,12d
Data Management Intern,Parametric,"Seattle, WA",3.7,NA,27d
"Senior Scientist, Data Analytics",Seattle Genetics,"Bothell, WA",4.1,$117K-$183K (Glassdoor Est.),13d
Senior Lead Data Scientist,Aptly Technology,"Bellevue, WA",4,NA,12d
Data & Applied Sciences / Senior Data Analyst,Microsoft,"Redmond, WA",4.3,$103K-$188K (Glassdoor Est.),12d
Senior Machine Learning Engineer,"JPMorgan Chase Bank, N.A.","Seattle, WA",3.9,$96K-$164K (Glassdoor Est.),6d
2021 Data Analyst Internship- Product and Technology,T-Mobile,"Bellevue, WA",3.9,NA,26d
"Applied Scientist, Home Innovation Team",Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),4d
Lexion Senior Machine Learning Engineer - AI2 Incubator,Allen Institute for Artificial Intelligence,"Seattle, WA",4.9,$167K-$194K (Glassdoor Est.),21d
Senior Machine Learning Engineer,"JPMorgan Chase Bank, N.A.","Seattle, WA",3.8,$109K-$199K (Glassdoor Est.),6d
Jr Data Analyst,Tek Pyramids Inc,"Redmond, WA",NA,NA,3d
Senior Enterprise Data Scientist,Sinclair Broadcast Group,"Seattle, WA",2.8,$93K-$152K (Glassdoor Est.),12d
Sr. Applied Scientist - AWS AI,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),4d
"decision scientist lead, Data Democratization",Starbucks,"Seattle, WA",3.8,$114K-$181K (Glassdoor Est.),5d
"Data Science Manager, Messenger",Facebook,"Seattle, WA",4.6,$127K-$200K (Glassdoor Est.),24h
"Applied Scientist, Amazon Fashion",Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),12d
Sr. Machine Learning Scientist,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),3d
Computer Vision Scientist – Deep Learning,Clobotics,"Bellevue, WA",4.4,NA,26d
Intern - Hardware Machine Learning Engineer,Micron Technology,"Seattle, WA",3.6,NA,12d
Machine Learning Applied Scientist / Engineer,Microsoft,"Redmond, WA",4.3,$137K-$237K (Glassdoor Est.),26d
SOFTWARE DEVELOPER/DATA SCIENTIST (TEMPORARY),UW Medicine,"Seattle, WA",3.5,$81K-$136K (Glassdoor Est.),13d
Senior Clinical Scientist - Cell Therapy,Bristol Myers Squibb,"Seattle, WA",4.1,$ 34-$ 59 Per Hour(Glassdoor Est.),14d
"Principal Scientist, Informatics and Predictive Sciences",Bristol Myers Squibb,"Seattle, WA",4.1,$119K-$200K (Glassdoor Est.),3d
Sr Machine Learning Scientist,Amazon,"Seattle, WA",3.9,$130K-$199K (Glassdoor Est.),5d
RESEARCH SCIENTIST ENGINEER 1,University of Washington,"Seattle, WA",4.2,$25K-$56K (Glassdoor Est.),12d
Data Science Manager - Core Payments,Facebook,"Seattle, WA",4.6,$127K-$200K (Glassdoor Est.),24h
Data Engineer,Frontend Arts,"Seattle, WA",4.5,NA,12d
MSAT Senior Scientist/Engineer Small Molecules API,Seattle Genetics,"Bothell, WA",4.1,$87K-$170K (Glassdoor Est.),17d
Machine Learning Engineer,Change Healthcare,"Seattle, WA",2.8,$80K-$139K (Glassdoor Est.),7d
Senior Clinical Data Analyst,Seattle Genetics,"Seattle, WA",4.1,$91K-$153K (Glassdoor Est.),21d
Data Engineer I,Amazon.com Services LLC,"Seattle, WA",3.9,$80K-$126K (Glassdoor Est.),12d
"Senior Data Engineer, Data Engineering",Walt Disney Company,"Seattle, WA",4.1,$109K-$191K (Glassdoor Est.),24h
"Associate Scientist - Senior Associate Scientist, Cell Therapy Process Development",Bristol Myers Squibb,"Seattle, WA",4.1,$56K-$100K (Glassdoor Est.),24d
Senior Machine Learning Engineer,Zillow Group,"Seattle, WA",4,$142K-$234K (Glassdoor Est.),12d
"data analyst, Data Democratization",Starbucks,"Seattle, WA",3.8,$76K-$129K (Glassdoor Est.),5d
Applied Scientist - Forecasting,Amazon.com Services LLC,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),12d
Data Analyst,Logic20/20,"Seattle, WA",3.5,$43K-$80K (Glassdoor Est.),25d
"Data Engineer - Python, Databricks & Azure (Remote/Contract)",Logic20/20,"Seattle, WA",3.5,$68K-$123K (Glassdoor Est.),17d
Applied Scientist - Alexa Education,Amazon,"Seattle, WA",3.9,$35K-$207K (Glassdoor Est.),25d
"Data Engineer, Analytics Lead (Ad Monetization and Delivery)",Facebook,"Seattle, WA",4.6,$139K-$225K (Glassdoor Est.),24h
Senior Machine Learning Engineer,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),16d
DATA ANALYST,UW Medicine,"Seattle, WA",3.5,$44K-$77K (Glassdoor Est.),13d
Senior Data Analyst - Intelligence,Compass,"Seattle, WA",3.9,$55K-$105K (Glassdoor Est.),24h
Senior ML Scientist,Amazon,"Seattle, WA",3.9,$116K-$180K (Glassdoor Est.),17d
Senior Applied Scientist-Machine Learning,Qualtrics,"Seattle, WA",3.8,$143K-$240K (Glassdoor Est.),14d
"Data Science Manager, Analytics Ads & Business Platform",Facebook,"Seattle, WA",4.6,$127K-$200K (Glassdoor Est.),24h
Senior Data Scientist,Qurate Retail Group,"Seattle, WA",3.6,NA,18d
Software Developer/Data Scientist (Temporary),University of Washington,"Seattle, WA",4.2,$73K-$124K (Glassdoor Est.),13d
"Senior Applied Scientist , Machine Learning",Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),13d
Data Engineer,Invitae,"Seattle, WA",3.6,$68K-$123K (Glassdoor Est.),3d
"Senior Applied Scientist, Deep Learning",Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),10d
Senior Data Scientist,Microsoft,"Redmond, WA",4.3,$123K-$190K (Glassdoor Est.),7d
Senior Applied Scientist - Machine Learning,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),18d
Sr. Applied Scientist,Amazon,"Seattle, WA",3.9,$40K-$278K (Glassdoor Est.),24h
Data Manager / Scientist,Integral Consulting Inc.,"Seattle, WA",3.8,$25K-$52K (Glassdoor Est.),3d
Senior Data Scientist,ASSURANCE,"Seattle, WA",3.6,$98K-$159K (Glassdoor Est.),12d
"Data Engineering Manager, Analytics",Facebook,"Seattle, WA",4.6,$130K-$211K (Glassdoor Est.),24h
"Principal Scientist, CAR/TCR Biology",Bristol Myers Squibb,"Seattle, WA",4.1,$138K-$228K (Glassdoor Est.),24d
"Senior Applied Machine Learning Scientist, Retail Pricing",Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),9d
"Senior Machine Learning Scientist, Amazon Alexa AI",Amazon,"Seattle, WA",3.9,$130K-$199K (Glassdoor Est.),12d
Sr. Machine Learning Engineer,Attunely,"Seattle, WA",5,NA,12d
Data Analyst,Audantic,"Seattle, WA",3,NA,21d
Azure Data Engineer,Infotree Service Inc,"Seattle, WA",3.7,$81K-$148K (Glassdoor Est.),5d
"Senior Research Associate or Associate Scientist, Viral Vector Process Development",Bristol Myers Squibb,"Seattle, WA",4.1,$84K-$144K (Glassdoor Est.),24h
Data Annotation Specialist,Canotic,"Seattle, WA",NA,NA,12d
Senior/Staff Machine Learning Scientist,Compass,"Seattle, WA",3.9,$127K-$212K (Glassdoor Est.),24h
Internship - Data Analyst,Expedia,"Seattle, WA",4.3,NA,10d
"Associate Scientist, Cellular Phenotype",Bristol Myers Squibb,"Seattle, WA",4.1,$59K-$103K (Glassdoor Est.),6d
Senior Machine Learning Applied Scientist - Video Shopping,Amazon,"Seattle, WA",3.9,$129K-$198K (Glassdoor Est.),17d
Data Analyst,Microsoft,"Redmond, WA",4.3,$62K-$113K (Glassdoor Est.),24h
"Machine Learning Engineers & Scientists, Facebook Conversational AI",Facebook,"Redmond, WA",4.6,$81K-$144K (Glassdoor Est.),26d
Senior Data Analyst - Listings,Compass,"Seattle, WA",3.9,$55K-$105K (Glassdoor Est.),24h
Staff Data Engineer,SADA,"Seattle, WA",4.8,$85K-$156K (Glassdoor Est.),26d
Senior Machine Learning Engineer,Change Healthcare,"Seattle, WA",2.8,$116K-$195K (Glassdoor Est.),12d
"Senior Machine-Learning Engineer, Conversational Intelligence",Outreach,"Seattle, WA",3.9,$118K-$196K (Glassdoor Est.),21d
"Senior Machine Learning Engineer, Knowledge Situational Awareness",Outreach,"Seattle, WA",3.9,$121K-$201K (Glassdoor Est.),24d
Senior Data Analyst - Patient-Centered Research,Evidera,"Seattle, WA",3.9,$88K-$150K (Glassdoor Est.),12d
Senior Computational Biologist (Machine Learning),Novo Nordisk,"Seattle, WA",4.2,$150K-$254K (Glassdoor Est.),24d
"Senior Machine Learning Engineer, Ads Measurement Modeling",Pinterest,"Seattle, WA",3.9,$167K-$278K (Glassdoor Est.),18d
Scientist I,Astellas Pharmaceuticals,"Seattle, WA",3.7,$56K-$118K (Glassdoor Est.),27d
"Principal Scientist, Engineered T Cell Biology",Bristol Myers Squibb,"Seattle, WA",4.1,$112K-$189K (Glassdoor Est.),24d
Bellevue Data Science Tutor Jobs,Varsity Tutors,"Bellevue, WA",4.1,$ 13-$ 31 Per Hour(Glassdoor Est.),6d
AZURE DATA ENGINEER,University of Washington,"Seattle, WA",4.2,$66K-$119K (Glassdoor Est.),12d
"Associate Scientist, Process Development - Cell Therapy",Bristol Myers Squibb,"Seattle, WA",4.1,$57K-$101K (Glassdoor Est.),24d
"Associate Scientist, Preclinical Biology - Late Stage In vitro",Bristol Myers Squibb,"Seattle, WA",4.1,$57K-$101K (Glassdoor Est.),24d
Senior Software Engineer - Spark/Big Data Analytics,IronNet Cybersecurity,"Seattle, WA",4.2,$91K-$182K (Glassdoor Est.),5d
Staff Machine Learning Scientist,Compass,"Seattle, WA",3.9,$111K-$186K (Glassdoor Est.),24h
Bioinformatics Data Engineer,Allen Institute for Immunology,"Seattle, WA",3.8,$59K-$110K (Glassdoor Est.),1d
Data Engineer,Amazon,"Seattle, WA",3.9,$83K-$128K (Glassdoor Est.),24h
Senior Machine Learning Engineer,Lexion,"Seattle, WA",2.5,NA,12d
Senior Machine Learning Engineer - Ads Measurement Modeling,Hired Recruiters,"Seattle, WA",NA,NA,13d
Big Data Engineer,Amazon,"Seattle, WA",3.9,$83K-$128K (Glassdoor Est.),25d
Sr. Machine Learning Engineer,Zillow,"Seattle, WA",4,$135K-$172K (Glassdoor Est.),12d
Kirkland Data Science Tutor Jobs,Varsity Tutors,"Kirkland, WA",4.1,$ 13-$ 31 Per Hour(Glassdoor Est.),6d
Data & Applied Scientist Manager,Microsoft,"Redmond, WA",4.3,$147K-$220K (Glassdoor Est.),10d
Data Analyst/Data Engineer : 20,Akraya Inc.,"Seattle, WA",4.6,NA,6d
CRA/HMDA Data Analyst,Heritage Bank,"Tacoma, WA",3.4,$44K-$80K (Glassdoor Est.),21d
Senior Clinical Scientist - Myeloid.,Bristol Myers Squibb,"Seattle, WA",4.1,$ 34-$ 59 Per Hour(Glassdoor Est.),13d
RESEARCH SCIENTIST,University of Washington,"Seattle, WA",4.2,$29K-$72K (Glassdoor Est.),3d
Senior Clinical Scientist - Myeloid,Bristol Myers Squibb,"Seattle, WA",4.1,$ 34-$ 59 Per Hour(Glassdoor Est.),13d
Senior Data Scientist,KeyPoint Consulting,"Seattle, WA",NA,NA,26d
Senior Computational Biologist (Machine Learning),Novo Nordisk Pharmaceutical Industries,"Seattle, WA",3.7,$118K-$200K (Glassdoor Est.),24d
"Principal Scientist, Discovery Biology Immune-Oncology and Cell Therapy",Bristol Myers Squibb,"Seattle, WA",4.1,$138K-$228K (Glassdoor Est.),24d
Senior Applied Scientist - Economic Data,Zillow,"Seattle, WA",4,$30K-$157K (Glassdoor Est.),12d
Senior Clinical Scientist - Hem/Oncology,Bristol Myers Squibb,"Seattle, WA",4.1,$ 34-$ 59 Per Hour(Glassdoor Est.),14d
JPSC-7555 - Data Engineer with testing,Avani Technology Solutions,"Seattle, WA",4.5,$54K-$100K (Glassdoor Est.),15d
Behavioral Scientist,Symend,"Seattle, WA",4.4,NA,7d
Data Engineer - Seattle,MOLOCO,"Seattle, WA",4.3,NA,24h
Implementation Research Scientist,RTI International,"Seattle, WA",4.4,$39K-$90K (Glassdoor Est.),24h
RESEARCH SCIENTIST,UW Medicine,"Seattle, WA",3.5,$25K-$57K (Glassdoor Est.),11d
Programmatic Media Data Analyst,"Programetrix, LLC","Seattle, WA",5,NA,12d
Development Scientist - Upstream,NWRPros,"Bothell, WA",NA,NA,14d
Geospatial Data Analyst,Tetra Tech,"Bothell, WA",3.7,$42K-$74K (Glassdoor Est.),27d
Redmond Data Science Tutor Jobs,Varsity Tutors,"Redmond, WA",4.1,$ 13-$ 31 Per Hour(Glassdoor Est.),6d
Business Data Analyst,iconvergence,"Bellevue, WA",5,$45K-$89K (Glassdoor Est.),14d
Principal Machine Learning Engineer - Conversational Intelligence,Expedia.com,"Seattle, WA",3,NA,8d
"Principal Scientist, Immune Oncology and Cellular Therapy Translational Development",Bristol Myers Squibb,"Seattle, WA",4.1,$130K-$212K (Glassdoor Est.),24d
Research Scientist,Novo Nordisk Pharmaceutical Industries,"Seattle, WA",3.7,$56K-$122K (Glassdoor Est.),26d
Video Processing and 3D Computer Vision Engineer/Scientist,Compass,"Seattle, WA",3.9,$90K-$175K (Glassdoor Est.),5d
"data analyst, Analytics & Insights",Starbucks,"Seattle, WA",3.8,$60K-$107K (Glassdoor Est.),5d
Data /Software Engineers,Ars Quanta,"Seattle, WA",5,NA,12d
Senior Data Scientist,Change Healthcare,"Seattle, WA",2.8,$131K-$207K (Glassdoor Est.),16d
Strategy Data Analyst,Amazon,"Seattle, WA",3.9,$34K-$71K (Glassdoor Est.),6d
"Manager, Data Science",Amazon,"Seattle, WA",3.9,$93K-$148K (Glassdoor Est.),24h
Post Market Surveillance Data Analyst,Philips,"Bothell, WA",3.7,$50K-$92K (Glassdoor Est.),24h
Machine Learning Engineer,Redcley,"Redmond, WA",4.3,NA,12d
"Business Intelligence Analyst, eCommerce",Unilever,"Seattle, WA",4,$53K-$108K (Glassdoor Est.),12d
Data Engineer,IGNW,"Seattle, WA",4.9,NA,4d
Research Scientist - Computer Vision and Machine Learning,Facebook,"Redmond, WA",4.6,$107K-$205K (Glassdoor Est.),24h
Research Scientist,Allen Institute for Artificial Intelligence,"Seattle, WA",4.9,$147K-$168K (Glassdoor Est.),9d
"Research Scientist, Artificial Intelligence (PhD)",Facebook,"Seattle, WA",4.6,$73K-$137K (Glassdoor Est.),24h
"Environmental Scientist , Engineer, Geologist",TIG Environmental,"Seattle, WA",NA,NA,4d
Senior Risk Data Analyst,OfferUp,"Bellevue, WA",3.3,$83K-$147K (Glassdoor Est.),12d
CURRICULUM DATA ANALYST,University of Washington,"Seattle, WA",4.2,$43K-$76K (Glassdoor Est.),12d
AZURE DATA ENGINEER,UW Medicine,"Seattle, WA",3.5,$73K-$130K (Glassdoor Est.),18d
Senior Data Scientist,Discovery Communications,"Bellevue, WA",3.7,$145K-$228K (Glassdoor Est.),6d
"Senior Data Engineer, Data Platform Engineering",Walt Disney Company,"Seattle, WA",4.1,$109K-$191K (Glassdoor Est.),24h
Data Engineer - Prime Video,Amazon,"Seattle, WA",3.9,$83K-$128K (Glassdoor Est.),5d
Research Scientist,Amazon,"Seattle, WA",3.9,$93K-$166K (Glassdoor Est.),24h
Applied Scientist 2,Microsoft,"Bellevue, WA",4.3,$28K-$143K (Glassdoor Est.),7d
Senior Data Scientist,Discovery,"Bellevue, WA",3,NA,2d
Business or Data Analyst | Remote,Softcom Systems,"Seattle, WA",4.3,$56K-$100K (Glassdoor Est.),21d
R&D Scientist/Engineer,ARiA,"Seattle, WA",4.6,NA,12d
Senior Clinical Scientist -Myeloid 2 & Non-Malignant Heme,Bristol Myers Squibb,"Seattle, WA",4.1,$ 36-$ 62 Per Hour(Glassdoor Est.),14d
Internship - Data Science,Expedia,"Seattle, WA",4.3,NA,10d
Business Data Analyst,HCL,"Bellevue, WA",3.5,$43K-$82K (Glassdoor Est.),10d
"Senior Scientist , CAR T and TCR Biology",Bristol Myers Squibb,"Seattle, WA",4.1,$97K-$161K (Glassdoor Est.),24d
Data Engineer - WW OPS compensation,Amazon,"Seattle, WA",3.9,$83K-$128K (Glassdoor Est.),4d
"Senior Deep Learning Scientist, Perception - Autonomous Vehicles",NVIDIA,"Redmond, WA",4.7,$148K-$246K (Glassdoor Est.),5d
"MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE (FULL-TIME, EVENINGS)",University of Washington,"Seattle, WA",4.2,$ 18-$ 24 Per Hour(Glassdoor Est.),10d
Marketing Data Analyst,Direct Resources Group,"Seattle, WA",3,NA,12d
"Senior Deep Learning Scientist, Prediction - Autonomous Vehicles",NVIDIA,"Redmond, WA",4.7,$148K-$246K (Glassdoor Est.),5d
