Truncated_URL,Original_URL
"https://www.glassdoor.co.in/Job/san-jose-data-scientist-jobs-SRCH_IL.0,8_IC1147436_KO9,23","https://www.glassdoor.co.in/Job/san-jose-data-scientist-jobs-SRCH_IL.0,8_IC1147436_KO9,23.htm"
"https://www.glassdoor.co.in/Job/washington-data-scientist-jobs-SRCH_IL.0,10_IC1138213_KO11,25","https://www.glassdoor.co.in/Job/washington-data-scientist-jobs-SRCH_IL.0,10_IC1138213_KO11,25.htm"
"https://www.glassdoor.co.in/Job/baltimore-data-scientist-jobs-SRCH_IL.0,9_IC1153527_KO10,24","https://www.glassdoor.co.in/Job/baltimore-data-scientist-jobs-SRCH_IL.0,9_IC1153527_KO10,24.htm"
"https://www.glassdoor.co.in/Job/seattle-data-scientist-jobs-SRCH_IL.0,7_IC1150505_KO8,22","https://www.glassdoor.co.in/Job/seattle-data-scientist-jobs-SRCH_IL.0,7_IC1150505_KO8,22.htm"
"https://www.glassdoor.co.in/Job/raleigh-data-scientist-jobs-SRCH_IL.0,7_IC1138960_KO8,22","https://www.glassdoor.co.in/Job/raleigh-data-scientist-jobs-SRCH_IL.0,7_IC1138960_KO8,22.htm"
"https://www.glassdoor.co.in/Job/san-francisco-data-scientist-jobs-SRCH_IL.0,13_IC1147401_KO14,28","https://www.glassdoor.co.in/Job/san-francisco-data-scientist-jobs-SRCH_IL.0,13_IC1147401_KO14,28.htm"
"https://www.glassdoor.co.in/Job/austin-data-scientist-jobs-SRCH_IL.0,6_IC1139761_KO7,21","https://www.glassdoor.co.in/Job/austin-data-scientist-jobs-SRCH_IL.0,6_IC1139761_KO7,21.htm"
"https://www.glassdoor.co.in/Job/boston-data-scientist-jobs-SRCH_IL.0,6_IC1154532_KO7,21","https://www.glassdoor.co.in/Job/boston-data-scientist-jobs-SRCH_IL.0,6_IC1154532_KO7,21.htm"
